"id","name","address1","address2","city","state","code","country","phone","website","filepath","descript","last_mod"
"84","Basil T's Brew Pub and Italian Grill","1171 Hooper Avenue",,"Toms River","New Jersey","8753","United States","1-732-244-7566",,,,"2010-07-22 20:00:20"
"85","Bass Brewers","137 High Street",,"Burton-upon-Trent","Staffordshire",,"United Kingdom","44-(01283)-513347",,,,"2010-07-22 20:00:20"
"86","Bavaria",,,"Barranquilla",,,"Colombia",,"http://www.bavaria.com.co",,"Fundada en abril de 1889 CervecerÃ­a Ãguila tiene una capacidad de producciÃ³n de 3.234.000 hectolitros de cerveza al aÃ±o, con los cuales atiende los departamentos del Sucre, Magdalena, AtlÃ¡ntico, BolÃ­var, Guajira, Cesar y la Isla de San AndrÃ©s. Produce y distribuye las marcas Ãguila, Club Colombia, CosteÃ±ita, ademÃ¡s de cerveza en barril; Agua Brisa en diferentes presentaciones y Pony Malta. Esta planta tiene su origen en la CervecerÃ­a Barranquilla que empieza operaciones el 10 de abril de 1913 y aÃ±os mÃ¡s tarde, en 1933, se une a la CervecerÃ­a BolÃ­var, convirtiÃ©ndose en la CervecerÃ­a Barranquilla y BolÃ­var S.A. El 3 de marzo de 1967 la compaÃ±Ã­a tomÃ³ el nombre de CervecerÃ­a Ãguila S.A. En diciembre de 2002 se fusionÃ³ con Bavaria S.A. convirtiÃ©ndose en una planta estratÃ©gica para el proceso de exportaciones de la compaÃ±Ã­a. Desde octubre de 2005, Bavaria es parte de SABMiller, segunda cervecera mundial en volumen, con operaciones en cuatro continentes y una producciÃ³n que supera los 170 millones de hectolitros de cerveza anuales en mÃ¡s de 170 marcas.","2010-07-22 20:00:20"
"87","Bavarian Barbarian Brewing Company","429 W. 3rd St",,"Williamsport","Pennsylvania","17701","United States","570.332.5050","http://www.bavarianbarbarian.com",,"Bavarian Barbarian Brewing Company is Williamsport's first production brewery since the 1950's. The brewery, which occupies 9,000 square feet at 429 W. 3rd St in Williamsport, Pennsylvania, was founded by Mike Hiller in July 2007.  Though a native of South Williamsport, Barbarian Chief, Mike Hiller, first entered the craft brewing industry in 1997 as an Account Services Associate for Legendary Distributors, Ltd., of Richmond, Virginia. After nearly a year of distributing beer, an opportunity arose for Mike to work as a brewer for Legend Brewing Company. Mike worked with five other brewers to perform duties at all levels of production including brewing, cellar work, cleaning and maintenance.  After nearly four years of service at Legend Brewing Company, Mike moved to Boston, MA, so his wife, Kira, could attend grad school. Tired of listening to him whine about how much he missed brewing, Kira gave him a home brewing kit as an anniversary gift. Mike began brewing whenever he could find the time. He developed the recipes for Hammerin' Ale, Headbangerz Brown Ale, Square Feet Wheat, Weldspatter I.P.A. and several other beers in five-gallon batches on his apartment's balcony.  Mike was also commissioned by friends and co-workers to brew beer for special occasions.  In fact, Square Feet Wheat was actually first brewed for an art gallery opening featuring works by the Barbarian's logo and label designer, Erick Thomas.  After reading Brewing Up a Business: Adventures in Entrepreneurship by Sam Calagione of Dogfish Head Brewery fame, Mike was inspired to start his own brewery. He spent eight months researching and writing a business plan. Another year was spent gathering support and revising his business plans. Thanks to the support of family, friends and other area businessmen who believed in Mike's dream, Bavarian Barbarian Brewing Company is now a reality.","2010-07-22 20:00:20"
"88","Bayerische Staatsbrauerei Weihenstephan","Alte Akademie 2",,"Freising","Bayern",,"Germany","49-(0)8161-/-536-0",,,,"2010-07-22 20:00:20"
"89","Bayern Brewing","1507 Montana Street",,"Missoula","Montana","59801","United States","1-406-721-1482",,,,"2010-07-22 20:00:20"
"90","BBC Brewing Co., LLC","636 East Main Street",,"Louisville","Kentucky","40202","United States","1-502-584-2739","http://www.bluegrassbrew.com",,"Bluegrass Brewing Co is proud to be the largest microbrewery located in the state of Kentucky. Reaching back over one hundred years, the city of Louisville has a rich and complex brewing history; a history that has provided BBC with a strong foundation on which to build and grow. It is a challenge we enthusiastically look forward to everyday. Led by our fearless brew master David Pierce who has been brewing award winning BBC beers for over fourteen years, our brewing philosophy is an audacious style that allows us to work diligently with the entire palette of malts and hops. This diligence and discipline is carefully brought to every batch that is brewed at Bluegrass Brewing Co. To truly enjoy life you have to love what you doï¿½and we love brewing. Our sole focus relies on consistency and producing the best beer available. We hope that you will taste that bold style in every BBC beer that you drink. Enjoy great craft beer wherever you live and remember this most important piece of advice: Don't Buy Beer From Strangers . . . Support Your Local Brewery!","2010-07-22 20:00:20"
"91","Beach Brewing",,,"Orlando","Florida",,"United States",,,,,"2010-07-22 20:00:20"
"92","Beach Chalet Brewery","1000 Great Highway",,"San Francisco","California","94121","United States","1-415-386-8439",,,,"2010-07-22 20:00:20"
"93","Beamish & Crawford","South Main Street",,"Cork",,,"Ireland","353-21-911100",,,,"2010-07-22 20:00:20"
"94","Bear Republic Brewery","345 Healdsburg Avenue",,"Healdsburg","California","95448","United States","1-707-433-2337","http://www.bearrepublic.com/",,,"2010-07-22 20:00:20"
"95","Beck's",,,,,,"Germany",,"http://www.becks.de/",,,"2010-07-22 20:00:20"
"96","Beermann's Beerwerks BrewPub",,,"Lincoln","California",,"United States",,,,,"2010-07-22 20:00:20"
"97","Belfast Bay Brewing Company","100 Searsport Avenue",,"Belfast","Maine","4915","United States","207-338-4216","http://www.belfastbaybrewing.com/",,,"2010-07-22 20:00:20"
"98","Belhaven Brewery","Spott Road",,"East Lothian","Scotland",,"United Kingdom","44-(0)1368-862734",,,,"2010-07-22 20:00:20"
"99","Belize Brewing","PO Box 1068",,"Belize City",,,"Belize",,,,,"2010-07-22 20:00:20"
"100","Bell's Brewery Inc.","8938 Krum Ave.",,"Galesburg","Michigan","49053","United States","269.382.2338","http://www.bellsbeer.com/",,"In 2003, Bell's proudly opened a new production brewery in nearby Comstock, Michigan. The new brewery has now seen three major additions and encompasses 60,000 square feet of building on a 24 acre site The Quality Assurance department has thrived in the new facilities, implementing procedures and techniques that assure that Bell's is consistently putting out the very best beer possible. Total brewing capacity now stands at 140,000 bbls. At the Kalamazoo Avenue location, an historical rehabilitation has brought about a pleasant architectural change to the city landscape.  Our ongoing goal is to brew thoughtfully, creatively and artistically. We strive to bring an authentic and pleasant experience to all of our customers through our unique ales and beers. We look forward to sharing our beers with you.","2010-07-22 20:00:20"
"101","Bellows Brew Crew",,,"Watertown","Wisconsin",,"United States",,,,,"2010-07-22 20:00:20"
"102","Bent River Brewing","1413 Fifth Avenue",,"Moline","Illinois","61265","United States","1-309-797-2722",,,,"2010-07-22 20:00:20"
"103","Berliner Kindl Brauerei AG","Werbellinstrasse 50",,"Berlin","Berlin",,"Germany","49-(0)30-/-68992-0",,,,"2010-07-22 20:00:20"
"104","Berliner-Kindl-Schultheiss-Brauerei","Indira-Ghandi-Strae 66-69",,"Berlin","Berlin",,"Germany","49-(0)30-/-9609-0",,,,"2010-07-22 20:00:20"
"105","Bersaglier","Calle 92 Nï¿½ 101",,"San Martin","Buenos Aires","1650","Argentina","(54)-011-4713-6557","http://www.bersaglier.com.ar/",,,"2010-07-22 20:00:20"
"106","Bethlehem Brew Works","569 Main St",,"Bethlehem","Pennsylvania","18018","United States","610.882.1300","http://www.thebrewworks.com/bethlehem-brew-works",,"Established on April 15, 1998 by the Fegley Family, Bethlehem Brew Works successfully captured the essence of Bethlehem's steel industry in a 250 seat brewpub. Signature beers include Steelworkers' Oatmeal Stout, Valley Golden ale, and the award winning Fegley's ESB. In addition, three seasonal taps have been frequented with beers ranging from Pale Ales and Wheats to Pumpkin Ale and Belgian Lambics. Accompanying the six beers brewed right in the restaurant is a full bar specializing in single malt scotches, small batch bourbons, and specialty martinis. Open seven days a week, BBW offers lunch and dinner featuring many items which incorporate the handcrafted beer into their recipes. Golden Ale Hummus, Beer and Cheese Soup, Brewschetta, Diamond Plate Pork, and Beer-Marinated Portabella Napoleon are just a hint of what the menu has to offer.","2010-07-22 20:00:20"
"107","Bibiana Brewing",,,"Urbana","Illinois",,"United States",,,,,"2010-07-22 20:00:20"
"108","Biddy Early Brewery","Inagh",,"Ennis",,,"Ireland","353-065-6836742",,,,"2010-07-22 20:00:20"
"109","Bierbrouwerij Bavaria","Burg. van den Heuvelstraat 35",,"Lieshout",,"0","Netherlands","31-0499-428111",,,,"2010-07-22 20:00:20"
"110","Bierbrouwerij De Koningshoeven","Eindhovenseweg 3",,"Berkel-Enschot",,,"Netherlands","31-013-5358147","http://www.latrappe.nl/",,,"2010-07-22 20:00:20"
"111","Bierbrouwerij St.Christoffel","Metaalweg 10",,"Roermond",,,"Netherlands","31-71.51.56.085","http://www.christoffelbeer.com",,"Beerbrewery St. Christoffel is a relatively young brewery, founded in 1986. Our brewery is situated in the former coalmining-town Roermond in Dutch Limburg and named after the patronsaint of Roermond: Saint Christoffel. The brewery started very small and was at first situated behind a house. In 1995 the brewery moved to her present facility. With moving there, the brewingcapacity greatly enhanced due to new brewing-, fermenting- and lagerfacilities. Christoffel brews according to the German Reinheitsgebot von 1516: which means the brewingprocess takes place in a completely natural way. Around the year 1990, Christoffel Blond was awarded 3 years in a row with the Dutch title: Best Beer from the Netherlands.","2010-07-22 20:00:20"
